Fr,n,Lifetime
1000,800,51723.28221
1000,900,45976.25085
1000,1000,41378.62577
1000,1100,37616.93252
1000,1200,34482.18814
1000,1300,31829.71213
1000,1400,29556.16126
1000,1500,27585.75051
1000,1600,25861.6411
1000,1700,24340.3681
1000,1800,22988.12543
1000,1900,21778.22409
1000,2000,20689.31288
1000,2100,19704.10751
1000,2200,18808.46626
1000,2300,17990.70686
1000,2400,17241.09407
1000,2500,16551.45031
1000,2600,15914.85606
1000,2700,15325.41695
1000,2800,14778.08063
1000,2900,14268.49164
1000,3000,13792.87526
1000,3100,13347.9438
1000,3200,12930.82055
1000,3300,12538.97751
1000,3400,12170.18405
1000,3500,11822.4645
1100,100,301162.1895
1100,200,150581.0948
1100,300,100387.3965
1100,400,75290.54739
1100,500,60232.43791
1100,600,50193.69826
1100,700,43023.16994
1100,800,37645.27369
1100,900,33462.46551
1100,1000,30116.21895
1100,1100,27378.38087
1100,1200,25096.84913
1100,1300,23166.32227
1100,1400,21511.58497
1100,1500,20077.4793
1100,1600,18822.63685
1100,1700,17715.42291
1100,1800,16731.23275
1100,1900,15850.64156
1100,2000,15058.10948
1100,2100,14341.05665
1100,2200,13689.19043
1100,2300,13094.00824
1100,2400,12548.42456
1100,2500,12046.48758
1100,2600,11583.16114
1100,2700,11154.15517
1100,2800,10755.79248
1100,2900,10384.90309
1100,3000,10038.73965
1100,3100,9714.90934
1100,3200,9411.318423
1100,3300,9126.126956
1100,3400,8857.711457
1100,3500,8604.633987
1200,100,225340.1486
1200,200,112670.0743
1200,300,75113.38286
1200,400,56335.03714
1200,500,45068.02971
1200,600,37556.69143
1200,700,32191.4498
1200,800,28167.51857
1200,900,25037.79429
1200,1000,22534.01486
1200,1100,20485.46805
1200,1200,18778.34571
1200,1300,17333.85758
1200,1400,16095.7249
1200,1500,15022.67657
1200,1600,14083.75929
1200,1700,13255.30286
1200,1800,12518.89714
1200,1900,11860.00782
1200,2000,11267.00743
1200,2100,10730.48327
1200,2200,10242.73403
1200,2300,9797.397764
1200,2400,9389.172857
1200,2500,9013.605943
1200,2600,8666.928791
1200,2700,8345.931428
1200,2800,8047.862449
1200,2900,7770.349951
1200,3000,7511.338286
1200,3100,7269.037051
1200,3200,7041.879643
1200,3300,6828.48935
1200,3400,6627.651428
1200,3500,6438.289959
1300,100,172569.837
1300,200,86284.91848
1300,300,57523.27899
1300,400,43142.45924
1300,500,34513.96739
1300,600,28761.63949
1300,700,24652.83385
1300,800,21571.22962
1300,900,19174.42633
1300,1000,17256.9837
1300,1100,15688.167
1300,1200,14380.81975
1300,1300,13274.60284
1300,1400,12326.41693
1300,1500,11504.6558
1300,1600,10785.61481
1300,1700,10151.16688
1300,1800,9587.213164
1300,1900,9082.622998
1300,2000,8628.491848
1300,2100,8217.611284
1300,2200,7844.083498
1300,2300,7503.036389
1300,2400,7190.409873
1300,2500,6902.793478
1300,2600,6637.301421
1300,2700,6391.475443
1300,2800,6163.208463
1300,2900,5950.684033
1300,3000,5752.327899
1300,3100,5566.768934
1300,3200,5392.807405
1300,3300,5229.388999
1300,3400,5075.58344
1300,3500,4930.56677
1400,100,134797.74
1400,200,67398.86999
1400,300,44932.57999
1400,400,33699.435
1400,500,26959.548
1400,600,22466.29
1400,700,19256.82
1400,800,16849.7175
1400,900,14977.52666
1400,1000,13479.774
1400,1100,12254.34
1400,1200,11233.145
1400,1300,10369.05692
1400,1400,9628.409999
1400,1500,8986.515999
1400,1600,8424.858749
1400,1700,7929.278822
1400,1800,7488.763332
1400,1900,7094.617894
1400,2000,6739.886999
1400,2100,6418.939999
1400,2200,6127.169999
1400,2300,5860.771303
1400,2400,5616.572499
1400,2500,5391.909599
1400,2600,5184.528461
1400,2700,4992.508888
1400,2800,4814.204999
1400,2900,4648.19793
1400,3000,4493.257999
1400,3100,4348.314193
1400,3200,4212.429374
1400,3300,4084.779999
1400,3400,3964.639411
1400,3500,3851.363999
1500,100,107103.8789
1500,200,53551.93945
1500,300,35701.29297
1500,400,26775.96972
1500,500,21420.77578
1500,600,17850.64648
1500,700,15300.55413
1500,800,13387.98486
1500,900,11900.43099
1500,1000,10710.38789
1500,1100,9736.716263
1500,1200,8925.323241
1500,1300,8238.759915
1500,1400,7650.277064
1500,1500,7140.258593
1500,1600,6693.992431
1500,1700,6300.22817
1500,1800,5950.215494
1500,1900,5637.046258
1500,2000,5355.193945
1500,2100,5100.184709
1500,2200,4868.358132
1500,2300,4656.690387
1500,2400,4462.661621
1500,2500,4284.155156
1500,2600,4119.379958
1500,2700,3966.81033
1500,2800,3825.138532
1500,2900,3693.237203
1500,3000,3570.129297
1500,3100,3454.963835
1500,3200,3346.996216
1500,3300,3245.572088
1500,3400,3150.114085
1500,3500,3060.110826
1600,100,86372.62545
1600,200,43186.31272
1600,300,28790.87515
1600,400,21593.15636
1600,500,17274.52509
1600,600,14395.43757
1600,700,12338.94649
1600,800,10796.57818
1600,900,9596.958383
1600,1000,8637.262545
1600,1100,7852.056859
1600,1200,7197.718787
1600,1300,6644.048111
1600,1400,6169.473246
1600,1500,5758.17503
1600,1600,5398.289091
1600,1700,5080.742673
1600,1800,4798.479192
1600,1900,4545.927655
1600,2000,4318.631272
1600,2100,4112.982164
1600,2200,3926.02843
1600,2300,3755.331541
1600,2400,3598.859394
1600,2500,3454.905018
1600,2600,3322.024056
1600,2700,3198.986128
1600,2800,3084.736623
1600,2900,2978.366395
1600,3000,2879.087515
1600,3100,2786.213724
1600,3200,2699.144545
1600,3300,2617.352286
1600,3400,2540.371337
1600,3500,2467.789299
1700,100,70568.84215
1700,200,35284.42108
1700,300,23522.94738
1700,400,17642.21054
1700,500,14113.76843
1700,600,11761.47369
1700,700,10081.26316
1700,800,8821.105269
1700,900,7840.982461
1700,1000,7056.884215
1700,1100,6415.349287
1700,1200,5880.736846
1700,1300,5428.372473
1700,1400,5040.631582
1700,1500,4704.589477
1700,1600,4410.552635
1700,1700,4151.108362
1700,1800,3920.491231
1700,1900,3714.149587
1700,2000,3528.442108
1700,2100,3360.421055
1700,2200,3207.674643
1700,2300,3068.210528
1700,2400,2940.368423
1700,2500,2822.753686
1700,2600,2714.186237
1700,2700,2613.66082
1700,2800,2520.315791
1700,2900,2433.40835
1700,3000,2352.294738
1700,3100,2276.414263
1700,3200,2205.276317
1700,3300,2138.449762
1700,3400,2075.554181
1700,3500,2016.252633
1800,100,58326.74125
1800,200,29163.37062
1800,300,19442.24708
1800,400,14581.68531
1800,500,11665.34825
1800,600,9721.123541
1800,700,8332.391607
1800,800,7290.842656
1800,900,6480.749027
1800,1000,5832.674125
1800,1100,5302.431022
1800,1200,4860.561771
1800,1300,4486.672404
1800,1400,4166.195803
1800,1500,3888.449416
1800,1600,3645.421328
1800,1700,3430.984779
1800,1800,3240.374514
1800,1900,3069.828487
1800,2000,2916.337062
1800,2100,2777.463869
1800,2200,2651.215511
1800,2300,2535.945272
1800,2400,2430.280885
1800,2500,2333.06965
1800,2600,2243.336202
1800,2700,2160.249676
1800,2800,2083.097902
1800,2900,2011.26694
1800,3000,1944.224708
1800,3100,1881.507782
1800,3200,1822.710664
1800,3300,1767.477007
1800,3400,1715.49239
1800,3500,1666.478321
1900,100,48707.6743
1900,200,24353.83715
1900,300,16235.89143
1900,400,12176.91857
1900,500,9741.534859
1900,600,8117.945716
1900,700,6958.239185
1900,800,6088.459287
1900,900,5411.963811
1900,1000,4870.76743
1900,1100,4427.970391
1900,1200,4058.972858
1900,1300,3746.744177
1900,1400,3479.119593
1900,1500,3247.178286
1900,1600,3044.229644
1900,1700,2865.157312
1900,1800,2705.981905
1900,1900,2563.561805
1900,2000,2435.383715
1900,2100,2319.413062
1900,2200,2213.985195
1900,2300,2117.724969
1900,2400,2029.486429
1900,2500,1948.306972
1900,2600,1873.372088
1900,2700,1803.987937
1900,2800,1739.559796
1900,2900,1679.574976
1900,3000,1623.589143
1900,3100,1571.2153
1900,3200,1522.114822
1900,3300,1475.99013
1900,3400,1432.578656
1900,3500,1391.647837
2000,100,41052.79629
2000,200,20526.39815
2000,300,13684.26543
2000,400,10263.19907
2000,500,8210.559259
2000,600,6842.132716
2000,700,5864.685185
2000,800,5131.599537
2000,900,4561.421811
2000,1000,4105.279629
2000,1100,3732.07239
2000,1200,3421.066358
2000,1300,3157.907407
2000,1400,2932.342592
2000,1500,2736.853086
2000,1600,2565.799768
2000,1700,2414.87037
2000,1800,2280.710905
2000,1900,2160.673489
2000,2000,2052.639815
2000,2100,1954.895062
2000,2200,1866.036195
2000,2300,1784.904187
2000,2400,1710.533179
2000,2500,1642.111852
2000,2600,1578.953704
2000,2700,1520.473937
2000,2800,1466.171296
2000,2900,1415.613665
2000,3000,1368.426543
2000,3100,1324.283751
2000,3200,1282.899884
2000,3300,1244.02413
2000,3400,1207.435185
2000,3500,1172.937037
2100,100,34890.86588
2100,200,17445.43294
2100,300,11630.28863
2100,400,8722.716469
2100,500,6978.173176
2100,600,5815.144313
2100,700,4984.409411
2100,800,4361.358235
2100,900,3876.762875
2100,1000,3489.086588
2100,1100,3171.896898
2100,1200,2907.572156
2100,1300,2683.91276
2100,1400,2492.204706
2100,1500,2326.057725
2100,1600,2180.679117
2100,1700,2052.403875
2100,1800,1938.381438
2100,1900,1836.361362
2100,2000,1744.543294
2100,2100,1661.469804
2100,2200,1585.948449
2100,2300,1516.994169
2100,2400,1453.786078
2100,2500,1395.634635
2100,2600,1341.95638
2100,2700,1292.254292
2100,2800,1246.102353
2100,2900,1203.133306
2100,3000,1163.028863
2100,3100,1125.511803
2100,3200,1090.339559
2100,3300,1057.298966
2100,3400,1026.201938
2100,3500,996.8818822
2200,100,29879.07353
2200,200,14939.53677
2200,300,9959.691177
2200,400,7469.768383
2200,500,5975.814706
2200,600,4979.845589
2200,700,4268.439076
2200,800,3734.884191
2200,900,3319.897059
2200,1000,2987.907353
2200,1100,2716.279412
2200,1200,2489.922794
2200,1300,2298.390272
2200,1400,2134.219538
2200,1500,1991.938235
2200,1600,1867.442096
2200,1700,1757.592561
2200,1800,1659.94853
2200,1900,1572.582817
2200,2000,1493.953677
2200,2100,1422.813025
2200,2200,1358.139706
2200,2300,1299.090154
2200,2400,1244.961397
2200,2500,1195.162941
2200,2600,1149.195136
2200,2700,1106.632353
2200,2800,1067.109769
2200,2900,1030.31288
2200,3000,995.9691177
2200,3100,963.8410817
2200,3200,933.7210479
2200,3300,905.4264706
2200,3400,878.7962803
2200,3500,853.6878152
2300,100,25764.19691
2300,200,12882.09846
2300,300,8588.065637
2300,400,6441.049228
2300,500,5152.839382
2300,600,4294.032819
2300,700,3680.599559
2300,800,3220.524614
2300,900,2862.688546
2300,1000,2576.419691
2300,1100,2342.199719
2300,1200,2147.016409
2300,1300,1981.861301
2300,1400,1840.299779
2300,1500,1717.613127
2300,1600,1610.262307
2300,1700,1515.540995
2300,1800,1431.344273
2300,1900,1356.010364
2300,2000,1288.209846
2300,2100,1226.86652
2300,2200,1171.09986
2300,2300,1120.182474
2300,2400,1073.508205
2300,2500,1030.567876
2300,2600,990.9306505
2300,2700,954.2295153
2300,2800,920.1498897
2300,2900,888.4205832
2300,3000,858.8065637
2300,3100,831.1031262
2300,3200,805.1311535
2300,3300,780.7332398
2300,3400,757.7704974
2300,3500,736.1199118
2400,100,22356.57431
2400,200,11178.28715
2400,300,7452.191435
2400,400,5589.143576
2400,500,4471.314861
2400,600,3726.095718
2400,700,3193.796329
2400,800,2794.571788
2400,900,2484.063812
2400,1000,2235.657431
2400,1100,2032.415846
2400,1200,1863.047859
2400,1300,1719.736485
2400,1400,1596.898165
2400,1500,1490.438287
2400,1600,1397.285894
2400,1700,1315.092606
2400,1800,1242.031906
2400,1900,1176.661806
2400,2000,1117.828715
2400,2100,1064.598776
2400,2200,1016.207923
2400,2300,972.0249698
2400,2400,931.5239294
2400,2500,894.2629722
2400,2600,859.8682425
2400,2700,828.0212706
2400,2800,798.4490823
2400,2900,770.9163554
2400,3000,745.2191435
2400,3100,721.1798163
2400,3200,698.642947
2400,3300,677.4719486
2400,3400,657.5463031
2400,3500,638.7592659
2500,100,19512.34057
2500,200,9756.170285
2500,300,6504.113523
2500,400,4878.085142
2500,500,3902.468114
2500,600,3252.056762
2500,700,2787.477224
2500,800,2439.042571
2500,900,2168.037841
2500,1000,1951.234057
2500,1100,1773.849143
2500,1200,1626.028381
2500,1300,1500.949275
2500,1400,1393.738612
2500,1500,1300.822705
2500,1600,1219.521286
2500,1700,1147.784739
2500,1800,1084.018921
2500,1900,1026.965293
2500,2000,975.6170285
2500,2100,929.1590747
2500,2200,886.9245713
2500,2300,848.3626334
2500,2400,813.0141904
2500,2500,780.4936228
2500,2600,750.4746373
2500,2700,722.6792803
2500,2800,696.869306
2500,2900,672.83933
2500,3000,650.4113523
2500,3100,629.4303409
2500,3200,609.7606428
2500,3300,591.2830475
2500,3400,573.8923697
2500,3500,557.4954448
2600,100,17121.0963
2600,200,8560.548148
2600,300,5707.032098
2600,400,4280.274074
2600,500,3424.219259
2600,600,2853.516049
2600,700,2445.870899
2600,800,2140.137037
2600,900,1902.344033
2600,1000,1712.10963
2600,1100,1556.4633
2600,1200,1426.758025
2600,1300,1317.007407
2600,1400,1222.93545
2600,1500,1141.40642
2600,1600,1070.068518
2600,1700,1007.123311
2600,1800,951.1720164
2600,1900,901.1103313
2600,2000,856.0548148
2600,2100,815.2902998
2600,2200,778.2316498
2600,2300,744.3954911
2600,2400,713.3790123
2600,2500,684.8438518
2600,2600,658.5037037
2600,2700,634.1146776
2600,2800,611.4677248
2600,2900,590.3826309
2600,3000,570.7032098
2600,3100,552.2934289
2600,3200,535.0342592
2600,3300,518.8210999
2600,3400,503.5616557
2600,3500,489.1741799
2700,100,15097.21533
2700,200,7548.607663
2700,300,5032.405109
2700,400,3774.303831
2700,500,3019.443065
2700,600,2516.202554
2700,700,2156.745047
2700,800,1887.151916
2700,900,1677.46837
2700,1000,1509.721533
2700,1100,1372.474121
2700,1200,1258.101277
2700,1300,1161.324256
2700,1400,1078.372523
2700,1500,1006.481022
2700,1600,943.5759579
2700,1700,888.0714898
2700,1800,838.7341848
2700,1900,794.5902803
2700,2000,754.8607663
2700,2100,718.9150155
2700,2200,686.2370603
2700,2300,656.4006663
2700,2400,629.0506386
2700,2500,603.888613
2700,2600,580.6621279
2700,2700,559.1561232
2700,2800,539.1862616
2700,2900,520.5936319
2700,3000,503.2405109
2700,3100,487.006946
2700,3200,471.7879789
2700,3300,457.4913735
2700,3400,444.0357449
2700,3500,431.3490093
2800,100,13373.62964
2800,200,6686.81482
2800,300,4457.876547
2800,400,3343.40741
2800,500,2674.725928
2800,600,2228.938273
2800,700,1910.51852
2800,800,1671.703705
2800,900,1485.958849
2800,1000,1337.362964
2800,1100,1215.784513
2800,1200,1114.469137
2800,1300,1028.740742
2800,1400,955.25926
2800,1500,891.5753094
2800,1600,835.8518525
2800,1700,786.6840965
2800,1800,742.9794245
2800,1900,703.8752442
2800,2000,668.681482
2800,2100,636.8395067
2800,2200,607.8922564
2800,2300,581.4621583
2800,2400,557.2345684
2800,2500,534.9451856
2800,2600,514.3703708
2800,2700,495.3196163
2800,2800,477.62963
2800,2900,461.1596428
2800,3000,445.7876547
2800,3100,431.4074078
2800,3200,417.9259263
2800,3300,405.2615043
2800,3400,393.3420482
2800,3500,382.103704
2900,100,11897.32714
2900,200,5948.663569
2900,300,3965.775713
2900,400,2974.331785
2900,500,2379.465428
2900,600,1982.887856
2900,700,1699.618163
2900,800,1487.165892
2900,900,1321.925238
2900,1000,1189.732714
2900,1100,1081.575194
2900,1200,991.4439282
2900,1300,915.1790107
2900,1400,849.8090813
2900,1500,793.1551426
2900,1600,743.5829462
2900,1700,699.8427729
2900,1800,660.9626188
2900,1900,626.1751126
2900,2000,594.8663569
2900,2100,566.5393876
2900,2200,540.7875972
2900,2300,517.275093
2900,2400,495.7219641
2900,2500,475.8930856
2900,2600,457.5895053
2900,2700,440.6417459
2900,2800,424.9045407
2900,2900,410.25266
2900,3000,396.5775713
2900,3100,383.7847464
2900,3200,371.7914731
2900,3300,360.5250648
2900,3400,349.9213864
2900,3500,339.9236325
3000,100,10626.05063
3000,200,5313.025313
3000,300,3542.016876
3000,400,2656.512657
3000,500,2125.210125
3000,600,1771.008438
3000,700,1518.007232
3000,800,1328.256328
3000,900,1180.672292
3000,1000,1062.605063
3000,1100,966.0046024
3000,1200,885.5042189
3000,1300,817.3885098
3000,1400,759.0036162
3000,1500,708.4033751
3000,1600,664.1281642
3000,1700,625.0618016
3000,1800,590.3361459
3000,1900,559.2658225
3000,2000,531.3025313
3000,2100,506.0024108
3000,2200,483.0023012
3000,2300,462.0022012
3000,2400,442.7521095
3000,2500,425.0420251
3000,2600,408.6942549
3000,2700,393.5574306
3000,2800,379.5018081
3000,2900,366.4155389
3000,3000,354.2016876
3000,3100,342.7758267
3000,3200,332.0640821
3000,3300,322.0015341
3000,3400,312.5309008
3000,3500,303.6014465
3100,100,9525.850259
3100,200,4762.925129
3100,300,3175.28342
3100,400,2381.462565
3100,500,1905.170052
3100,600,1587.64171
3100,700,1360.835751
3100,800,1190.731282
3100,900,1058.427807
3100,1000,952.5850259
3100,1100,865.9863872
3100,1200,793.8208549
3100,1300,732.7577122
3100,1400,680.4178756
3100,1500,635.0566839
3100,1600,595.3656412
3100,1700,560.3441329
3100,1800,529.2139033
3100,1900,501.3605399
3100,2000,476.2925129
3100,2100,453.6119171
3100,2200,432.9931936
3100,2300,414.1674026
3100,2400,396.9104274
3100,2500,381.0340104
3100,2600,366.3788561
3100,2700,352.8092688
3100,2800,340.2089378
3100,2900,328.4775951
3100,3000,317.528342
3100,3100,307.2854922
3100,3200,297.6828206
3100,3300,288.6621291
3100,3400,280.1720664
3100,3500,272.1671503
3200,100,8569.249781
3200,200,4284.624891
3200,300,2856.416594
3200,400,2142.312445
3200,500,1713.849956
3200,600,1428.208297
3200,700,1224.17854
3200,800,1071.156223
3200,900,952.1388646
3200,1000,856.9249781
3200,1100,779.0227074
3200,1200,714.1041484
3200,1300,659.1730601
3200,1400,612.0892701
3200,1500,571.2833187
3200,1600,535.5781113
3200,1700,504.0735165
3200,1800,476.0694323
3200,1900,451.0131464
3200,2000,428.4624891
3200,2100,408.0595134
3200,2200,389.5113537
3200,2300,372.5760774
3200,2400,357.0520742
3200,2500,342.7699912
3200,2600,329.58653
3200,2700,317.3796215
3200,2800,306.044635
3200,2900,295.4913718
3200,3000,285.6416594
3200,3100,276.4274123
3200,3200,267.7890557
3200,3300,259.6742358
3200,3400,252.0367583
3200,3500,244.835708
3300,100,7733.859242
3300,200,3866.929621
3300,300,2577.953081
3300,400,1933.46481
3300,500,1546.771848
3300,600,1288.97654
3300,700,1104.837035
3300,800,966.7324052
3300,900,859.3176935
3300,1000,773.3859242
3300,1100,703.0781129
3300,1200,644.4882702
3300,1300,594.9122494
3300,1400,552.4185173
3300,1500,515.5906161
3300,1600,483.3662026
3300,1700,454.9328966
3300,1800,429.6588468
3300,1900,407.0452233
3300,2000,386.6929621
3300,2100,368.2790115
3300,2200,351.5390564
3300,2300,336.2547496
3300,2400,322.2441351
3300,2500,309.3543697
3300,2600,297.4561247
3300,2700,286.4392312
3300,2800,276.2092586
3300,2900,266.6848014
3300,3000,257.7953081
3300,3100,249.4793304
3300,3200,241.6831013
3300,3300,234.359371
3300,3400,227.4664483
3300,3500,220.9674069
3400,100,7001.315892
3400,200,3500.657946
3400,300,2333.771964
3400,400,1750.328973
3400,500,1400.263178
3400,600,1166.885982
3400,700,1000.187985
3400,800,875.1644865
3400,900,777.923988
3400,1000,700.1315892
3400,1100,636.4832629
3400,1200,583.442991
3400,1300,538.5627609
3400,1400,500.0939923
3400,1500,466.7543928
3400,1600,437.5822432
3400,1700,411.8421113
3400,1800,388.961994
3400,1900,368.4903101
3400,2000,350.0657946
3400,2100,333.3959949
3400,2200,318.2416314
3400,2300,304.4050388
3400,2400,291.7214955
3400,2500,280.0526357
3400,2600,269.2813805
3400,2700,259.307996
3400,2800,250.0469961
3400,2900,241.4246859
3400,3000,233.3771964
3400,3100,225.8488997
3400,3200,218.7911216
3400,3300,212.1610876
3400,3400,205.9210556
3400,3500,200.0375969
3500,100,6356.468736
3500,200,3178.234368
3500,300,2118.822912
3500,400,1589.117184
3500,500,1271.293747
3500,600,1059.411456
3500,700,908.0669623
3500,800,794.5585921
3500,900,706.274304
3500,1000,635.6468736
3500,1100,577.8607942
3500,1200,529.705728
3500,1300,488.9591336
3500,1400,454.0334812
3500,1500,423.7645824
3500,1600,397.279296
3500,1700,373.9099257
3500,1800,353.137152
3500,1900,334.5509861
3500,2000,317.8234368
3500,2100,302.6889874
3500,2200,288.9303971
3500,2300,276.3682059
3500,2400,264.852864
3500,2500,254.2587495
3500,2600,244.4795668
3500,2700,235.424768
3500,2800,227.0167406
3500,2900,219.1885771
3500,3000,211.8822912
3500,3100,205.0473786
3500,3200,198.639648
3500,3300,192.6202647
3500,3400,186.9549628
3500,3500,181.6133925
3600,100,5786.745651
3600,200,2893.372825
3600,300,1928.915217
3600,400,1446.686413
3600,500,1157.34913
3600,600,964.4576085
3600,700,826.6779501
3600,800,723.3432064
3600,900,642.971739
3600,1000,578.6745651
3600,1100,526.0677864
3600,1200,482.2288042
3600,1300,445.1342808
3600,1400,413.3389751
3600,1500,385.7830434
3600,1600,361.6716032
3600,1700,340.396803
3600,1800,321.4858695
3600,1900,304.5655606
3600,2000,289.3372825
3600,2100,275.5593167
3600,2200,263.0338932
3600,2300,251.597637
3600,2400,241.1144021
3600,2500,231.469826
3600,2600,222.5671404
3600,2700,214.323913
3600,2800,206.6694875
3600,2900,199.5429535
